FIX,0,848,3.613914
FIX,1,848,3.994480
FIX,2,848,3.992084
FIX,3,848,3.993254
FIX,4,848,3.993880
FIX,5,848,3.994013
FIX,6,848,3.995539
FIX,7,848,3.993436
FIX,8,848,3.995050
FIX,9,848,3.994401
FIX,10,848,3.991431
FIX,11,848,3.992005
FIX,12,848,3.992900
FIX,13,848,3.992776
FIX,14,848,3.992848
FIX,15,848,3.992083
FIX,16,848,3.996387
FIX,17,848,3.997058
FIX,18,848,3.997084
FIX,19,848,3.996452
FIX,20,848,3.996623
FIX,21,848,3.996381
FIX,22,848,3.997420
FIX,23,848,3.995543
FIX,24,848,3.996904
FIX,25,848,3.996607
FIX,26,848,3.997778
FIX,27,848,3.994770
FIX,28,848,3.997156
FIX,29,848,3.992739
