FIX,0,256,2.954751
FIX,1,256,2.956700
FIX,2,256,2.956796
FIX,3,256,2.958519
FIX,4,256,2.958491
FIX,5,256,2.956799
FIX,6,256,2.958068
FIX,7,256,2.958239
FIX,8,256,2.960991
FIX,9,256,2.959660
FIX,10,256,2.957416
FIX,11,256,2.957564
FIX,12,256,2.957042
FIX,13,256,2.955715
FIX,14,256,2.959798
FIX,15,256,2.957740
FIX,16,256,2.957970
FIX,17,256,2.958777
FIX,18,256,2.959169
FIX,19,256,2.957885
FIX,20,256,2.956699
FIX,21,256,2.954454
FIX,22,256,2.955518
FIX,23,256,2.957201
FIX,24,256,2.958626
FIX,25,256,2.957182
FIX,26,256,2.957349
FIX,27,256,2.956235
FIX,28,256,2.955382
FIX,29,256,2.956751
FIX,30,256,2.957325
FIX,31,256,2.956836
FIX,32,256,2.955572
FIX,33,256,2.954345
FIX,34,256,2.955489
FIX,35,256,2.955468
FIX,36,256,2.955018
FIX,37,256,2.953758
FIX,38,256,2.954776
FIX,39,256,2.954042
FIX,40,256,2.952544
FIX,41,256,2.950708
FIX,42,256,2.949470
FIX,43,256,2.943201
FIX,44,256,2.944539
FIX,45,256,2.947307
FIX,46,256,2.951815
FIX,47,256,2.948850
FIX,48,256,2.949055
FIX,49,256,2.949827
