RAN,0,304,20088
RAN,1,304,18752
RAN,2,304,18224
RAN,3,304,18908
RAN,4,304,18548
RAN,5,304,18860
RAN,6,304,18064
RAN,7,304,18808
RAN,8,304,18724
RAN,9,304,18044
RAN,10,304,18152
RAN,11,304,18888
RAN,12,304,18876
RAN,13,304,17860
RAN,14,304,18544
RAN,15,304,17916
RAN,16,304,18276
RAN,17,304,19432
RAN,18,304,18616
RAN,19,304,18588
RAN,20,304,19772
RAN,21,304,18800
RAN,22,304,17988
RAN,23,304,18988
RAN,24,304,18744
RAN,25,304,18092
RAN,26,304,18616
RAN,27,304,18304
RAN,28,304,18660
RAN,29,304,18040
RAN,30,304,18180
RAN,31,304,18548
RAN,32,304,18800
RAN,33,304,17936
RAN,34,304,18320
RAN,35,304,18516
RAN,36,304,18424
RAN,37,304,17972
RAN,38,304,18940
RAN,39,304,17920
RAN,40,304,19324
RAN,41,304,19044
RAN,42,304,18848
RAN,43,304,18508
RAN,44,304,18920
RAN,45,304,18480
RAN,46,304,18964
RAN,47,304,19112
RAN,48,304,18048
RAN,49,304,19064
RAN,50,304,18284
RAN,51,304,18684
RAN,52,304,19084
RAN,53,304,18948
RAN,54,304,18492
RAN,55,304,18180
RAN,56,304,38968
RAN,57,304,23312
RAN,58,304,19908
RAN,59,304,18848
RAN,60,304,19248
RAN,61,304,18788
RAN,62,304,19060
RAN,63,304,19080
RAN,64,304,19820
RAN,65,304,19284
RAN,66,304,19256
RAN,67,304,19140
RAN,68,304,19176
RAN,69,304,18812
RAN,70,304,19956
RAN,71,304,18992
RAN,72,304,19096
RAN,73,304,20592
RAN,74,304,19616
RAN,75,304,18868
RAN,76,304,19440
RAN,77,304,19436
RAN,78,304,19152
RAN,79,304,19884
RAN,80,304,19296
RAN,81,304,18840
RAN,82,304,18656
RAN,83,304,19464
RAN,84,304,19748
RAN,85,304,19384
RAN,86,304,18884
RAN,87,304,18436
RAN,88,304,19456
RAN,89,304,19224
RAN,90,304,19224
RAN,91,304,18400
RAN,92,304,19244
RAN,93,304,18960
RAN,94,304,18716
RAN,95,304,20136
RAN,96,304,19828
RAN,97,304,19312
RAN,98,304,19384
RAN,99,304,18744
RAN,100,304,19780
RAN,101,304,18624
RAN,102,304,19472
RAN,103,304,19700
RAN,104,304,19600
RAN,105,304,19024
RAN,106,304,19492
RAN,107,304,19200
RAN,108,304,19912
RAN,109,304,18984
RAN,110,304,19448
RAN,111,304,19256
RAN,112,304,18952
RAN,113,304,18760
RAN,114,304,19244
RAN,115,304,18908
RAN,116,304,19408
RAN,117,304,18872
RAN,118,304,18476
RAN,119,304,19496
RAN,120,304,19812
RAN,121,304,19372
RAN,122,304,19148
RAN,123,304,19532
RAN,124,304,19860
RAN,125,304,18732
RAN,126,304,18644
RAN,127,304,19228
RAN,128,304,19104
RAN,129,304,19304
RAN,130,304,19132
RAN,131,304,19436
RAN,132,304,19972
RAN,133,304,19768
RAN,134,304,18868
RAN,135,304,18620
RAN,136,304,19580
RAN,137,304,19492
RAN,138,304,18860
RAN,139,304,19204
RAN,140,304,19804
RAN,141,304,19312
RAN,142,304,19424
RAN,143,304,19144
RAN,144,304,19156
RAN,145,304,19548
RAN,146,304,19628
RAN,147,304,19304
RAN,148,304,19860
RAN,149,304,19660
RAN,150,304,19264
RAN,151,304,18584
RAN,152,304,20164
RAN,153,304,19104
RAN,154,304,19312
RAN,155,304,19140
RAN,156,304,18896
RAN,157,304,19588
RAN,158,304,19744
RAN,159,304,19584
RAN,160,304,19032
RAN,161,304,19572
RAN,162,304,19660
RAN,163,304,18844
RAN,164,304,19724
RAN,165,304,19244
RAN,166,304,18520
RAN,167,304,19656
RAN,168,304,19868
RAN,169,304,19284
RAN,170,304,19032
RAN,171,304,19960
RAN,172,304,19680
RAN,173,304,19260
RAN,174,304,19660
RAN,175,304,18892
RAN,176,304,19752
RAN,177,304,19068
RAN,178,304,19412
RAN,179,304,19068
RAN,180,304,19992
RAN,181,304,19220
RAN,182,304,19652
RAN,183,304,19344
RAN,184,304,18884
RAN,185,304,19504
RAN,186,304,19204
RAN,187,304,18872
RAN,188,304,19220
RAN,189,304,19044
RAN,190,304,19344
RAN,191,304,19920
RAN,192,304,19356
RAN,193,304,19324
RAN,194,304,19132
RAN,195,304,19088
RAN,196,304,19320
RAN,197,304,18896
RAN,198,304,19588
RAN,199,304,19300
RAN,200,304,19764
RAN,201,304,19016
RAN,202,304,18768
RAN,203,304,19168
RAN,204,304,19056
RAN,205,304,19996
RAN,206,304,20496
RAN,207,304,19608
RAN,208,304,19128
RAN,209,304,19356
RAN,210,304,18624
RAN,211,304,19448
RAN,212,304,19648
RAN,213,304,20292
RAN,214,304,19108
RAN,215,304,18180
RAN,216,304,19412
RAN,217,304,18656
RAN,218,304,18564
RAN,219,304,18956
RAN,220,304,19644
RAN,221,304,18492
RAN,222,304,18584
RAN,223,304,18648
RAN,224,304,18628
RAN,225,304,19464
RAN,226,304,19604
RAN,227,304,19472
RAN,228,304,19552
RAN,229,304,19188
RAN,230,304,19572
RAN,231,304,18748
RAN,232,304,18764
RAN,233,304,19604
RAN,234,304,18984
RAN,235,304,18688
RAN,236,304,18980
RAN,237,304,18568
RAN,238,304,20140
RAN,239,304,19728
RAN,240,304,19296
RAN,241,304,19944
RAN,242,304,20560
RAN,243,304,20020
RAN,244,304,20300
RAN,245,304,19372
RAN,246,304,19260
RAN,247,304,19312
RAN,248,304,19564
RAN,249,304,18696
RAN,250,304,19488
RAN,251,304,19336
RAN,252,304,19536
RAN,253,304,19056
RAN,254,304,19216
RAN,255,304,18484
RAN,256,304,19708
RAN,257,304,19892
RAN,258,304,18996
RAN,259,304,19700
RAN,260,304,19760
RAN,261,304,19568
RAN,262,304,19440
RAN,263,304,18640
RAN,264,304,20272
RAN,265,304,18540
RAN,266,304,19220
RAN,267,304,18968
RAN,268,304,18860
RAN,269,304,19120
RAN,270,304,19640
RAN,271,304,18728
RAN,272,304,19692
RAN,273,304,19392
RAN,274,304,20352
RAN,275,304,20008
RAN,276,304,20092
RAN,277,304,18232
RAN,278,304,19780
RAN,279,304,18988
RAN,280,304,19464
RAN,281,304,19260
RAN,282,304,19180
RAN,283,304,19428
RAN,284,304,19152
RAN,285,304,19604
RAN,286,304,19704
RAN,287,304,19676
RAN,288,304,19956
RAN,289,304,19112
RAN,290,304,19656
RAN,291,304,19160
RAN,292,304,19296
RAN,293,304,18768
RAN,294,304,19312
RAN,295,304,19420
RAN,296,304,18840
RAN,297,304,19252
RAN,298,304,20512
RAN,299,304,18760
RAN,300,304,20188
RAN,301,304,18620
RAN,302,304,19992
RAN,303,304,19980
RAN,304,304,20164
RAN,305,304,19356
RAN,306,304,19672
RAN,307,304,19344
RAN,308,304,19552
RAN,309,304,18672
RAN,310,304,19876
RAN,311,304,20028
RAN,312,304,19560
RAN,313,304,19356
RAN,314,304,19128
RAN,315,304,18924
RAN,316,304,19820
RAN,317,304,19496
RAN,318,304,19700
RAN,319,304,18912
RAN,320,304,19072
RAN,321,304,18836
RAN,322,304,19136
RAN,323,304,19460
RAN,324,304,19316
RAN,325,304,18880
RAN,326,304,18856
RAN,327,304,19168
RAN,328,304,19852
RAN,329,304,19880
RAN,330,304,18704
RAN,331,304,18832
RAN,332,304,19276
RAN,333,304,18984
RAN,334,304,19608
RAN,335,304,19360
RAN,336,304,19968
RAN,337,304,20048
RAN,338,304,20172
RAN,339,304,18384
RAN,340,304,19812
RAN,341,304,19212
RAN,342,304,19484
RAN,343,304,19108
RAN,344,304,20196
RAN,345,304,19800
RAN,346,304,19324
RAN,347,304,19216
RAN,348,304,19276
RAN,349,304,19188
RAN,350,304,19904
RAN,351,304,19832
RAN,352,304,19796
RAN,353,304,19892
RAN,354,304,18804
RAN,355,304,18580
RAN,356,304,19780
RAN,357,304,19276
RAN,358,304,19076
RAN,359,304,19196
RAN,360,304,19524
RAN,361,304,19948
RAN,362,304,19004
RAN,363,304,18576
RAN,364,304,19584
RAN,365,304,19728
RAN,366,304,20020
RAN,367,304,18820
RAN,368,304,19756
RAN,369,304,19304
RAN,370,304,18612
RAN,371,304,19520
RAN,372,304,19092
RAN,373,304,18508
RAN,374,304,19276
RAN,375,304,19156
RAN,376,304,19436
RAN,377,304,19376
RAN,378,304,18904
RAN,379,304,19648
RAN,380,304,20584
RAN,381,304,19588
RAN,382,304,19512
RAN,383,304,19584
RAN,384,304,18996
RAN,385,304,18592
RAN,386,304,19348
RAN,387,304,18988
RAN,388,304,18904
RAN,389,304,19136
RAN,390,304,18772
RAN,391,304,19236
RAN,392,304,19520
RAN,393,304,19928
RAN,394,304,19340
RAN,395,304,18852
RAN,396,304,18960
RAN,397,304,19636
RAN,398,304,19964
RAN,399,304,19348
RAN,400,304,19248
RAN,401,304,19108
RAN,402,304,19664
RAN,403,304,19816
RAN,404,304,19308
RAN,405,304,19600
RAN,406,304,18800
RAN,407,304,19972
RAN,408,304,19324
RAN,409,304,18952
RAN,410,304,18696
RAN,411,304,19520
RAN,412,304,19780
RAN,413,304,19044
RAN,414,304,18308
RAN,415,304,20004
RAN,416,304,19420
RAN,417,304,20096
RAN,418,304,19480
RAN,419,304,18636
