RAN,0,688,3.221452
RAN,1,688,3.558394
RAN,2,688,3.563385
RAN,3,688,3.561067
RAN,4,688,3.561387
RAN,5,688,3.562649
RAN,6,688,3.561629
RAN,7,688,3.561501
RAN,8,688,3.560518
RAN,9,688,3.559828
RAN,10,688,3.560922
RAN,11,688,3.561444
RAN,12,688,3.562322
RAN,13,688,3.560464
RAN,14,688,3.559942
RAN,15,688,3.561115
RAN,16,688,3.560141
RAN,17,688,3.559380
RAN,18,688,3.557881
RAN,19,688,3.559931
RAN,20,688,3.559675
RAN,21,688,3.561080
RAN,22,688,3.563092
RAN,23,688,3.560963
RAN,24,688,3.561480
RAN,25,688,3.563439
RAN,26,688,3.560092
RAN,27,688,3.560719
RAN,28,688,3.559162
RAN,29,688,3.559450
