FIX,0,1728,20492
FIX,1,1728,18968
FIX,2,1728,20144
FIX,3,1728,19800
FIX,4,1728,19448
FIX,5,1728,21424
FIX,6,1728,19592
FIX,7,1728,19688
FIX,8,1728,20328
FIX,9,1728,20148
FIX,10,1728,19360
FIX,11,1728,20008
FIX,12,1728,20108
FIX,13,1728,19992
FIX,14,1728,19588
FIX,15,1728,19900
FIX,16,1728,19888
FIX,17,1728,19944
FIX,18,1728,19772
FIX,19,1728,19624
FIX,20,1728,19436
FIX,21,1728,19460
FIX,22,1728,19196
FIX,23,1728,19692
FIX,24,1728,20176
FIX,25,1728,20140
FIX,26,1728,19332
FIX,27,1728,20216
FIX,28,1728,20404
FIX,29,1728,19132
FIX,30,1728,19840
FIX,31,1728,20052
FIX,32,1728,19676
FIX,33,1728,19928
FIX,34,1728,19812
FIX,35,1728,19744
FIX,36,1728,19356
FIX,37,1728,19228
FIX,38,1728,19376
FIX,39,1728,18880
FIX,40,1728,19340
FIX,41,1728,20368
FIX,42,1728,20228
FIX,43,1728,20688
FIX,44,1728,19908
FIX,45,1728,20000
FIX,46,1728,19828
FIX,47,1728,19916
FIX,48,1728,20216
FIX,49,1728,19932
FIX,50,1728,20104
FIX,51,1728,19752
FIX,52,1728,19552
FIX,53,1728,21668
FIX,54,1728,19876
FIX,55,1728,19544
FIX,56,1728,19684
FIX,57,1728,19360
FIX,58,1728,19320
FIX,59,1728,19888
FIX,60,1728,20264
FIX,61,1728,19984
FIX,62,1728,19212
FIX,63,1728,19028
FIX,64,1728,20064
FIX,65,1728,19692
FIX,66,1728,20092
FIX,67,1728,20508
FIX,68,1728,19108
FIX,69,1728,19796
FIX,70,1728,19720
FIX,71,1728,19768
FIX,72,1728,19956
FIX,73,1728,20096
FIX,74,1728,19868
FIX,75,1728,20016
FIX,76,1728,20120
FIX,77,1728,19952
FIX,78,1728,19900
FIX,79,1728,19008
FIX,80,1728,19124
FIX,81,1728,19984
FIX,82,1728,19212
FIX,83,1728,20064
FIX,84,1728,19456
FIX,85,1728,19860
FIX,86,1728,19976
FIX,87,1728,19692
FIX,88,1728,19752
FIX,89,1728,19420
FIX,90,1728,19588
FIX,91,1728,19328
FIX,92,1728,19812
FIX,93,1728,19332
FIX,94,1728,19500
FIX,95,1728,19784
FIX,96,1728,19640
FIX,97,1728,19412
FIX,98,1728,19896
FIX,99,1728,19468
FIX,100,1728,19028
FIX,101,1728,19344
FIX,102,1728,22744
FIX,103,1728,19720
FIX,104,1728,19820
FIX,105,1728,20028
FIX,106,1728,19140
FIX,107,1728,20064
FIX,108,1728,19332
FIX,109,1728,19640
FIX,110,1728,20304
FIX,111,1728,19404
FIX,112,1728,20220
FIX,113,1728,19944
FIX,114,1728,20072
FIX,115,1728,19120
FIX,116,1728,19804
FIX,117,1728,20252
FIX,118,1728,20072
FIX,119,1728,19880
FIX,120,1728,20048
FIX,121,1728,19760
FIX,122,1728,21468
FIX,123,1728,19488
FIX,124,1728,19724
FIX,125,1728,20060
FIX,126,1728,19684
FIX,127,1728,20228
FIX,128,1728,19220
FIX,129,1728,19932
FIX,130,1728,20044
FIX,131,1728,19928
FIX,132,1728,19816
FIX,133,1728,19956
FIX,134,1728,20048
FIX,135,1728,19832
FIX,136,1728,20080
FIX,137,1728,20024
FIX,138,1728,20244
FIX,139,1728,19368
FIX,140,1728,20232
FIX,141,1728,19248
FIX,142,1728,19604
FIX,143,1728,20016
FIX,144,1728,19992
FIX,145,1728,20240
FIX,146,1728,19808
FIX,147,1728,20428
FIX,148,1728,19208
FIX,149,1728,20116
FIX,150,1728,19028
FIX,151,1728,19756
FIX,152,1728,19648
FIX,153,1728,20124
FIX,154,1728,19816
FIX,155,1728,19872
FIX,156,1728,20040
FIX,157,1728,19960
FIX,158,1728,19560
FIX,159,1728,19540
FIX,160,1728,19356
FIX,161,1728,19492
FIX,162,1728,20536
FIX,163,1728,19668
FIX,164,1728,20148
